Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
Black,2005,Not Rated,04 Feb 2005,122 min,Drama,Sanjay Leela Bhansali,"Sanjay Leela Bhansali, Bhavani Iyer, Prakash Kapadia","Amitabh Bachchan, Rani Mukerji, Shernaz Patel","The McNallys of Simla are an Anglo-Indian family consisting of Paul, his wife Catherine, and finally their baby daughter Michelle. Their joy evaporates when they are told that she cannot see or hear. They attempt to bring her up in their own protective way, sheltering her from the real world, so she becomes increasingly volatile and violent. Things get worse when Catherine gives birth to Sara; Paul even considers sending Michelle to an asylum. Then Debraj Sahay enters their lives. Through his eager involvement Michelle blossoms, grows, gives up her violence, and even gets admitted to a school with 'normal' children. Years pass, Michelle does not succeed in getting her graduation, and it is time for Debraj to bid adieu as he is having his own health problems. 12 years later, at age 40, Michelle does succeed in graduating in Arts, and shortly thereafter she is reunited with her teacher, who is no longer the same eccentric alcoholic but a bent older man who cannot even remember speech, let alone what he taught. Watch what happens when Michelle attempts to re-enter his 'blank' life.","Hindi, English",India,59 wins & 10 nominations,https://m.media-amazon.com/images/M/MV5BNDQ1OTNmMTEtYjU1ZC00ZjA3LWE3ZDQtYjI2MjQ4YmQ0NjZkXkEyXkFqcGdeQXVyMTUyNjc3NDQ4._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}]",N/A,8.1,"36,185",tt0375611,movie,23 May 2017,"$754,819",N/A,N/A,True
13B: Fear Has a New Address,2009,Not Rated,06 Mar 2009,146 min,"Horror, Mystery, Thriller",Vikram K. Kumar,"Abhinav Kashyap, Vikram K. Kumar, Rajshri Sudhakar","Madhavan, Nitu Chandra, Poonam Dhillon","In today's world, the major source of relief, information and entertainment is the TV. So much so, that it has moved up from its modest position of being just another 'household appliance' to actually determining the power equation in a family. It is easy to identify the hierarchy in the family depending on who controls the remote control. So what happens when the TV realizes this power and begins to take control? What happens when instead of showing you the facts, the TV, begins to show you what it wants you to see? What happens when Manohar, to his great horror, realizes that this is exactly what is happening with his wonderful family, who has just moved into their sweet new home at 13B.","Hindi, Tamil",India,2 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BMTY3MTE4MzkxNl5BMl5BanBnXkFtZTcwNzU5ODYzMg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}]",N/A,7.3,"8,470",tt1385824,movie,28 Jul 2020,"$36,594",N/A,N/A,True
Fanaa,2006,Not Rated,26 May 2006,168 min,"Action, Drama, Romance",Kunal Kohli,"Shibani Bathija, Kunal Kohli","Aamir Khan, Kajol, Rishi Kapoor","Choices: to choose between right or wrong is simple, but what defines one's life is the decision between the greater of two goods or the lesser of two evils. This is the advice that Zooni Ali Beg (Kajol) receives from her father just as she is about to venture out into the world on her own for the very first time. Little does she know that these very words will shape her life. Zooni, a blind Kashmiri girl, meets Rehan Qadri (Aamir Khan), a local Delhi tour guide and an incorrigible flirt. Her friends warn her against this good-for-nothing roadside Romeo, but she chooses to ignore them. It is now her time to discover life and love. Is this really the right choice? Rehan is fascinated by Zooni and wants her to see life as it should be seen, in its many colours. He promises her that the time spent with him will be the most precious in all her life. Zooni sees Delhi, life, and love like she never has before, because of Rehan. What Zooni doesn't know is that Rehan has another side to his life--something that can not only change her life, but can also destroy it.","Hindi, Indonesian, Italian",India,11 wins & 11 nominations,https://m.media-amazon.com/images/M/MV5BYzhkNTYzMzktNmZlZi00YmU4LTlmYjgtZTJmYWJjZWI5ZGRkXkEyXkFqcGdeQXVyNTkzNDQ4ODc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.1,"34,984",tt0439662,movie,08 Mar 2017,"$2,105,352",N/A,N/A,True
Yaariyan 2,2023,N/A,20 Oct 2023,148 min,"Comedy, Drama, Musical","Radhika Rao, Vinay Sapru","Muhammad Asif Ali, Radhika Rao, Vinay Sapru","Divya Khosla Kumar, Meezaan Jafri, Pearl V Puri","After moving to Mumbai, three cousins experience difficulties in their romantic relationships.",Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BMDc0MjVmZWEtOTYxOS00ODYyLThmZWYtYmZlMzMxODkyNjkyXkEyXkFqcGdeQXVyMTE0MTY2Mzk2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",N/A,6.1,"11,100",tt22743064,movie,N/A,N/A,N/A,N/A,True
War 2,2025,N/A,14 Aug 2025,N/A,Action,Ayan Mukerji,Aditya Chopra,"N.T. Rama Rao Jr., Hrithik Roshan, Kiara Advani",Plot under wraps.,"Telugu, Hindi, Tamil, Malayalam, Kannada",India,N/A,https://m.media-amazon.com/images/M/MV5BMmY0MDY5NjMtZWI5Ni00ZDkwLTkxZjktMWU3Nzk2NTcxNTg2XkEyXkFqcGdeQXVyNzI4NjYyMzk@._V1_SX300.jpg,[],N/A,N/A,N/A,tt27425164,movie,N/A,N/A,N/A,N/A,True
Yuva,2004,Not Rated,21 May 2004,161 min,"Action, Drama, Thriller",Mani Ratnam,"Anurag Kashyap, Mani Ratnam","Ajay Devgn, Abhishek Bachchan, Rani Mukerji","Michael (Ajay Devgan) , Arjun (Vivek Oberoi) and Lallan (Abhishek Bachchan) are three young men in Kolkata , with different ideals and objectives . Michael is an idealistic youth leader who dreams of a better India being created by the youth power . Arjun is a self-centered , opportunistic , easygoing fellow whose objective is to immigrate to a developed country and make big money . Lallan is a goon who works for Prosenjit Chatterjee (Om Puri) , an immoral politician . The lives of these three different people become intertwined following a murder attempt and an accident in broad daylight on the Hooghly bridge .","Hindi, Bengali",India,17 wins & 20 nominations,https://m.media-amazon.com/images/M/MV5BYThmMzU2OGMtYjY4OC00ZmQ2LTk5OWQtYzUyMjFmZTNiOWQwXkEyXkFqcGdeQXVyOTA0NTIzNzU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,7.3,"9,321",tt0382383,movie,13 Mar 2017,"$331,166",N/A,N/A,True
Sangharsh,1999,Not Rated,03 Sep 1999,127 min,"Action, Crime, Drama",Tanuja Chandra,"Mahesh Bhatt, Girish Dhamija, Thomas Harris","Preity G Zinta, Akshay Kumar, Ashutosh Rana",CBI officer Reet Oberoi sought assistance from a jail convict Professor Aman Varma to bring Lajja Shankar Pandey; a religious fanatic to justice. Pandey is responsible for abducting children and sacrifice them. But Aman is not willing to co-operate with Reet and instead scuffs at her which leads her into serious problems not only by the police but with some public personalities and the parents of the children affected by Pandey's behavior.,Hindi,India,3 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BNmU5ZWUxY2QtNWQ0MC00ZDRmLWI2ZGItMDRjODc5ZjYwZmY4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,"5,743",tt0111068,movie,N/A,N/A,N/A,N/A,True
Wanted,2009,Not Rated,25 Sep 2009,147 min,"Action, Crime, Thriller",Prabhu Deva,"Sunil Kumar Agrawal, Shabbir Ahmed, Shiraz Ahmed","Salman Khan, Ayesha Takia, Prakash Raj","Radhe is a ruthless gangster who will kill anyone for money. He is attracted towards Jhanvi, a middle class girl, who does not approve of his work and wants him to change.",Hindi,India,4 wins & 9 nominations,https://m.media-amazon.com/images/M/MV5BYjI4ZTNmZTYtNTFhZC00Y2RkLTgyM2YtYmZkODZjNWNhMTQyXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,"25,845",tt1084972,movie,30 Nov 2016,"$349,637",N/A,N/A,True
Motichoor Chaknachoor,2019,N/A,15 Nov 2019,150 min,"Comedy, Romance",Debamitra Biswal,"Meghvrat Singh Gurjar, Meghvrat Singh","Nawazuddin Siddiqui, Athiya Shetty, Vibha Chhibber","A hilarious story of a 36-year-old jobless man Pushpender, trying to find a wife and Anita who's also looking for a husband. But there's a catch - Anita wants to settle abroad after marriage.",Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BYjQ3ZjdkOGYtMGJjMy00ODI5LTkwMjAtZTQyZDg4MTYzMTRlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",N/A,5.8,"3,198",tt9172840,movie,19 Mar 2021,N/A,N/A,N/A,True
Paan Singh Tomar,2012,Not Rated,02 Mar 2012,135 min,"Action, Biography, Crime",Tigmanshu Dhulia,"Sanjay Chauhan, Tigmanshu Dhulia","Irrfan Khan, Mahie Gill, Rajesh Abhay","Paan Singh Tomar is a Hindi-language film, based on the true story of a runner employed by the Army and has won Gold medal at Indian National Games but forced to become notorious baaghi. It is directed by Tigmanshu Dhulia.",Hindi,India,12 wins & 17 nominations,https://m.media-amazon.com/images/M/MV5BNTgwODM5OTMzN15BMl5BanBnXkFtZTcwMTA3NzI1Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,"37,733",tt1620933,movie,25 Feb 2017,"$40,311",N/A,N/A,True
Sharmaji Namkeen,2022,N/A,31 Mar 2022,119 min,"Comedy, Drama, Family",Hitesh Bhatia,"Hitesh Bhatia, Supratik Sen","Rishi Kapoor, Paresh Rawal, Juhi Chawla","B. G. Sharma is a 58-year old widower, and a middle-class man, living in West Delhi. One fine day, the company he has worked for his entire life lays him off. Sharma struggles to cope with this beast called retirement. He keeps finding ways to stay relevant but only ends up getting in his two sons' ways. The only time he really comes into his own is when he is in the kitchen. He is a cook nonpareil, waiting to be discovered, not yet fully aware of his culinary superpower.",Hindi,India,2 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BY2MxNjVlNjMtOGExMi00NWRjLThhYzQtNDY4OWZkMzcwNjhiXkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}]",N/A,7.5,"11,153",tt9098938,movie,N/A,N/A,N/A,N/A,True
Music School,2023,N/A,12 May 2023,125 min,"Drama, Musical",Paparao Biyyala,"Paparao Biyyala, Aripirala Satyaprasad, Shivani Tibrewala","Shriya Saran, Prakash Raj, Sharman Joshi","""Music School"" is an eleven song Musical film composed by Ilaiyaraaja. This heart warming and endearing film is about two contemporary and creative teachers, Mary D'Cruz and Manoj who provide a glimpse of the rich culture and refinement of music and theatre to students who are driven by an unimaginative educational system in the name of Math, Science and Technology.","Hindi, Tamil, Telugu",India,N/A,https://m.media-amazon.com/images/M/MV5BMmZmYzQwMDItYzc3MS00NzYwLWJiNjYtNmZiNmJjNWM2MjYwXkEyXkFqcGdeQXVyMTEyNzI3ODMz._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,702,tt11680920,movie,N/A,N/A,N/A,N/A,True
Satyameva Jayate 2,2021,N/A,25 Nov 2021,138 min,"Action, Crime, Drama",Milap Zaveri,Milap Zaveri,"John Abraham, Divya Khosla Kumar, Harsh Chhaya","Satya Balram Azaad proposes Lokpal bill in the parliament but due to lack of votes his plea gets rejected ,years ago his father Dadasaheb Balram Azad had had scarified his life for the same which also left his mother Suhasini in coma.A killer starts to kill corrupt people in the city to stop corruption so the officials decide to appoint a tough cop Jay Balram Azad twin brother of Satya.Jay is known to punish criminals without giving them a chance as soon as he takes the case gets call from the killer warning him to stay away from everything and the killer his none other then Satya who in the day is a politician while in the dark punishes the corrupts.Both brother on different side of law faith will bring them opposite each other in a battle of justice.",Hindi,India,1 win,https://m.media-amazon.com/images/M/MV5BNTg3ZWEzZjctMzY1NC00MjI2LWIwMjktZTM0YzE0NjY5OWY3XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.1/10'}]",N/A,4.1,"16,072",tt10739666,movie,N/A,N/A,N/A,N/A,True
Laal Kaptaan,2019,Not Rated,18 Oct 2019,155 min,"Action, Adventure, Drama",Navdeep Singh,"Abdul Rafay Chandio, Sudip Sharma, Navdeep Singh","Saif Ali Khan, Zoya Hussain, Manav Vij","The film will feature Saif in the role of a ""naga sadhu"" out on a journey ridden with drama, revenge and deceit. ""Saif is a gifted actor and this script allows him to showcase his talent like never before. Laal Kaptaan boasts of a larger-than-life landscape, dramatic characters and a gripping story that makes it a first of its kind. NH 10 Director Navdeep Singh has directed the movie.",Hindi,India,1 win & 5 nominations,https://m.media-amazon.com/images/M/MV5BNzE4NDMzNWEtNTNiOC00YjBlLWE0MjQtZTFkMzY2NjZiNGFkXkEyXkFqcGdeQXVyNDY5MTUyNjU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}]",N/A,7.2,"5,322",tt9052960,movie,10 Jun 2020,N/A,N/A,N/A,True
Manto,2018,N/A,21 Sep 2018,112 min,"Biography, Drama",Nandita Das,Nandita Das,"Nawazuddin Siddiqui, Rasika Dugal, Tahir Raj Bhasin",The film is a biographical account of writer Saadat Hasan Manto's life and is set in 1940s India.,"Hindi, Urdu","India, France, United States",3 wins & 22 nominations,https://m.media-amazon.com/images/M/MV5BZjIxZTllYjUtNzJjNy00YWNlLWE3NmItMTk0ZDMxOGVlMDhjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}]",N/A,7.3,"4,618",tt6923462,movie,22 Jun 2020,N/A,N/A,N/A,True
Khakee,2004,Not Rated,23 Jan 2004,174 min,"Action, Crime, Drama",Rajkumar Santoshi,"Ranjit Kapoor, Shridhar Raghavan, Rajkumar Santoshi","Amitabh Bachchan, Akshay Kumar, Ajay Devgn","DCP Anant Shrivastav (Amitabh Bachchan) has been assigned the mission to escort terrorist Iqbal Ansari (Atul Kulkarni) from Chandangarh to Mumbai. His terrorist organization are determined to obtain him again. The plan for this is led by Yashwant Angre (Ajay Devgan), a ruthless killer and a former police officer. Anant's team consists of Inspector Shekhar Sachdev (Akshay Kumar), rookie cop Ashwin Gupte (Tusshar Kapoor) and two more inspectors. Soon Mahalakshmi (Aishwarya Rai) joins them as she is the only witness to have seen Yashwant. The team are armed and ready to go but danger lurks everywhere as the terrorist organization are determined to make sure the officers do not make it to Mumbai. The trip turns into survival when the team are attacked at various times. Finally the team make it to an abandoned cottage in the forest but there is a shoot out and the team are heavily outnumbered. Shekhar tries to force an exchange but against Anant's and Ashwin's judgement. Finally Ansari, after weeks of frustration, reveals that the terrorists are also out to kill him. He reveals a corrupt world involving the police and politicians. The officers soon realize the enemy they have been fighting is closer to them...In the end, Shekhar is killed by Mahalakshmi and her associate Angre. This killing spites anger into Anant and he hunts down each one of the corrupt officers and in the end, captures Angre after a fight during which, Despite Anant needing his medication often, he wins, and Angre is successfully captured. The movie ends as Angre is tried and sentenced to prison, and is being carried to his sentence; when he decides to flee, as a nut is lose in the bar to which he is handcuffed in the police van. Angre has Ashwin on gun point using a constable's rifle, when Ashwin reveals that Angre's lose nut was a setup to allow the killing of Angre, and that the bullets of the rifle had been emptied. Ashwin then shoots Angre, and reports his death as murder in an encounter.",Hindi,India,2 wins & 33 nominations,https://m.media-amazon.com/images/M/MV5BN2NhOGZlNzYtYmYxMS00YTk1LTk2MDItNjI3MDVlZTRkZDYwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.4,"16,504",tt0347332,movie,20 Jun 2017,"$587,877",N/A,N/A,True
Yeh Saali Aashiqui,2019,N/A,29 Nov 2019,137 min,"Drama, Romance, Thriller",Cherag Ruparel,"Vardhan Puri, Cherag Ruparel","Vardhan Puri, Shivaleeka Oberoi, Ruslaan Mumtaz","When Sahil met Mittee in hotel management school, it was love at first sight for both of them. Their love was everything - picture perfect and flawless. But an unlikely event at school turns their dream-come-true romance into a nightmare and makes them realise how important it is to know your partner thoroughly before getting into any kind of romantic relationship.",Hindi,India,5 nominations,https://m.media-amazon.com/images/M/MV5BNTcyNGNjNGYtYWVjZi00MWEwLThlNjctOWM3NDYxYmM0MWMxXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,"4,519",tt10443846,movie,N/A,N/A,N/A,N/A,True
Lakshya,2004,Not Rated,18 Jun 2004,186 min,"Action, Drama, Romance",Farhan Akhtar,"Javed Akhtar, Karan Kashyap, Karan Vishwanath Kashyap","Hrithik Roshan, Preity G Zinta, Amitabh Bachchan","Karan, a spoiled teenager, joins the Indian Army on a whim but backs out when he finds a soldier's life to be difficult. When this creates conflict with his girlfriend, he reenlists and proves his mettle by becoming an officer just as war breaks out.",Hindi,India,6 wins & 15 nominations,https://m.media-amazon.com/images/M/MV5BY2Y0NjY5ZTctZWMzNC00MDQ4LTkyMWUtOGZkMzk4NWNhYWI5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,"25,450",tt0323013,movie,20 Nov 2016,"$753,600",N/A,N/A,True
Badhaai Ho,2018,Not Rated,19 Oct 2018,124 min,"Comedy, Drama",Amit Ravindernath Sharma,"Akshat Ghildial, Jyoti Kapoor, Shantanu Srivastava","Ayushmann Khurrana, Neena Gupta, Gajraj Rao","Nakul a 25 year old in relationship with Renne and soon plan to marry .His father Jeetender Kaushik works for railways while mother Priyamvada is housewife whose always taunted by his grandmother.When Nakul finds that his mother is pregnant at the age when Nakul is about to marry he starts to avoid their parents ,friends and society.",Hindi,India,27 wins & 38 nominations,https://m.media-amazon.com/images/M/MV5BNjZlMDdmN2YtYThmZi00NGQzLTk0ZTQtNTUyZDFmODExOGNiXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}]",N/A,7.9,"37,941",tt7725596,movie,N/A,N/A,N/A,N/A,True
